player_id,team,team_code,name,club,position,age,overall,international_reputation,career_years,caps,debut_age,skill_pace,skill_shooting,skill_passing,skill_dribbling,skill_defending,skill_physical,market_value_eur,followers,engagement_rate,longevity,skill_index,log_followers,social_score,pos_DF,pos_FW,pos_GK,pos_MF,role
14,Mexico,MEX,O. Pineda,Cruz Azul,MF,25,77.0,1,6,30,19,86.0,73.0,72.0,79.0,62.0,66.0,14000000.0,114815,0.0396,-0.7836839018609636,74.14999999999999,5.059998630149691,-0.5688091437607701,0,0,0,1,Box-to-box midfielder
15,Mexico,MEX,E. Álvarez,Ajax,MF,23,77.0,1,4,20,19,69.0,53.0,66.0,65.0,79.0,84.0,15500000.0,114815,0.0396,-1.1713853215570051,66.10000000000001,5.059998630149691,-0.5688091437607701,0,0,0,1,Defensive midfielder
16,Mexico,MEX,L. Romo,Cruz Azul,MF,26,77.0,1,7,35,19,72.0,61.0,65.0,65.0,75.0,85.0,14000000.0,114815,0.0396,-0.5898331920129429,68.05,5.059998630149691,-0.5688091437607701,0,0,0,1,Box-to-box midfielder
17,Mexico,MEX,R. Cota,Club León,GK,33,76.0,1,14,70,19,76.0,76.0,76.0,76.0,76.0,76.0,2400000.0,107152,0.0398,0.7671217769232022,76.0,5.0300002815921045,-0.602380116399477,0,0,1,0,Experienced elder
18,Mexico,MEX,N. Araújo,RC Celta de Vigo,DF,29,76.0,1,10,50,19,66.0,41.0,55.0,59.0,78.0,78.0,6500000.0,107152,0.0398,-0.008281062468880745,58.55,5.0300002815921045,-0.602380116399477,1,0,0,0,Defensive rock
19,Mexico,MEX,H. Martín,Club América,FW,28,76.0,1,9,45,19,79.0,74.0,65.0,75.0,38.0,81.0,7500000.0,107152,0.0398,-0.2021317723169015,70.25,5.0300002815921045,-0.602380116399477,0,1,0,0,Forward
20,Mexico,MEX,J. Sánchez,Club América,DF,23,76.0,1,4,20,19,92.0,45.0,61.0,72.0,72.0,77.0,9500000.0,107152,0.0398,-1.1713853215570051,66.55,5.0300002815921045,-0.602380116399477,1,0,0,0,Defensive rock
21,Mexico,MEX,C. Acevedo,Santos Laguna,GK,25,76.0,1,6,30,19,76.0,76.0,76.0,76.0,76.0,76.0,9500000.0,107152,0.0398,-0.7836839018609636,76.0,5.0300002815921045,-0.602380116399477,0,0,1,0,Goalkeeper
22,Mexico,MEX,R. Alvarado,Cruz Azul,MF,22,76.0,1,3,15,19,76.0,71.0,75.0,77.0,53.0,70.0,15000000.0,107152,0.0398,-1.365236031405026,71.85,5.0300002815921045,-0.602380116399477,0,0,0,1,Box-to-box midfielder
23,Mexico,MEX,S. Córdova,Club América,MF,24,76.0,1,5,25,19,83.0,73.0,71.0,79.0,51.0,69.0,12000000.0,107152,0.0398,-0.9775346117089844,72.7,5.0300002815921045,-0.602380116399477,0,0,0,1,Box-to-box midfielder
24,Mexico,MEX,J. Corona,Cruz Azul,GK,40,75.0,1,21,105,19,75.0,75.0,75.0,75.0,75.0,75.0,625000.0,100000,0.04,2.1240767458593472,75.0,5.0,-0.635966672692477,0,0,1,0,Experienced elder
25,Mexico,MEX,J. Orozco,Club Tijuana,GK,35,75.0,1,16,80,19,75.0,75.0,75.0,75.0,75.0,75.0,625000.0,100000,0.04,1.1548231966192435,75.0,5.0,-0.635966672692477,0,0,1,0,Experienced elder
26,South Africa,RSA,L. Singh,F.C. København,FW,23,74.0,1,4,20,19,88.0,70.0,67.0,77.0,38.0,43.0,6500000.0,93325,0.0402,-1.1713853215570051,67.6,4.969997998598342,-0.6695685672149152,0,1,0,0,Forward
27,South Africa,RSA,T. Lorch,Orlando Pirates,FW,27,73.0,1,8,40,19,78.0,70.0,69.0,72.0,46.0,55.0,3200000.0,87096,0.0404,-0.3959824821649222,67.5,4.939998209912162,-0.703181250055731,0,1,0,0,Forward
28,South Africa,RSA,V. Pule,Orlando Pirates,FW,29,72.0,1,10,50,19,82.0,76.0,62.0,73.0,41.0,51.0,2300000.0,81283,0.0405,-0.008281062468880745,67.5,4.909999724213982,-0.7373519355134438,0,1,0,0,Forward
29,South Africa,RSA,I. Khune,Kaizer Chiefs,GK,34,71.0,2,15,120,19,71.0,71.0,71.0,71.0,71.0,71.0,325000.0,537032,0.0356,1.5238690524085987,71.0,5.730000164674158,0.18048348137618575,0,0,1,0,Experienced elder
30,South Africa,RSA,W. Sandilands,Orlando Pirates,GK,37,71.0,1,18,90,19,71.0,71.0,71.0,71.0,71.0,71.0,210000.0,75858,0.0407,1.542524616315285,71.0,4.880001388321769,-0.7709862954205039,0,0,1,0,Experienced elder
31,South Africa,RSA,L. Manyama,Kaizer Chiefs,MF,30,71.0,1,11,55,19,73.0,74.0,65.0,69.0,38.0,63.0,1800000.0,75858,0.0407,0.18556964737913995,66.35,4.880001388321769,-0.7709862954205039,0,0,0,1,Squad depth
32,South Africa,RSA,B. Zungu,Amiens SC,MF,28,71.0,1,9,45,19,57.0,66.0,70.0,69.0,68.0,74.0,1800000.0,75858,0.0407,-0.2021317723169015,67.05,4.880001388321769,-0.7709862954205039,0,0,0,1,Squad depth
33,South Africa,RSA,L. Mothiba,RC Strasbourg Alsace,FW,25,71.0,2,6,48,19,70.0,72.0,60.0,70.0,27.0,69.0,2800000.0,537032,0.0356,-0.5585252756060133,64.10000000000001,5.730000164674158,0.18048348137618575,0,1,0,0,Squad depth
34,South Africa,RSA,L. Phiri,Çaykur Rizespor,MF,26,70.0,1,7,35,19,78.0,53.0,66.0,71.0,69.0,68.0,2000000.0,70795,0.0409,-0.5898331920129429,66.05,4.850002586092461,-0.8046345427062629,0,0,0,1,Squad depth
35,South Africa,RSA,T. Hlatshwayo,Orlando Pirates,DF,31,70.0,1,12,60,19,59.0,29.0,48.0,37.0,70.0,73.0,1100000.0,70795,0.0409,0.3794203572271607,47.400000000000006,4.850002586092461,-0.8046345427062629,1,0,0,0,Squad depth
36,South Africa,RSA,T. Phete,Belenenses SAD,DF,27,70.0,1,8,40,19,51.0,41.0,53.0,57.0,71.0,73.0,1800000.0,70795,0.0409,-0.3959824821649222,54.3,4.850002586092461,-0.8046345427062629,1,0,0,0,Squad depth
37,South Africa,RSA,S. Hlanti,Kaizer Chiefs,DF,31,70.0,1,12,60,19,71.0,34.0,61.0,66.0,69.0,64.0,1200000.0,70795,0.0409,0.3794203572271607,57.85,4.850002586092461,-0.8046345427062629,1,0,0,0,Squad depth
38,South Africa,RSA,D. Zuma,Kaizer Chiefs,MF,26,70.0,1,7,35,19,76.0,58.0,65.0,72.0,41.0,47.0,1700000.0,70795,0.0409,-0.5898331920129429,62.1,4.850002586092461,-0.8046345427062629,0,0,0,1,Squad depth
39,South Africa,RSA,B. Petersen,Kaizer Chiefs,GK,27,70.0,1,8,40,19,70.0,70.0,70.0,70.0,70.0,70.0,1600000.0,70795,0.0409,-0.3959824821649222,70.0,4.850002586092461,-0.8046345427062629,0,0,1,0,Squad depth
40,South Africa,RSA,S. Sithole,Belenenses SAD,MF,22,70.0,1,3,15,19,65.0,60.0,64.0,67.0,67.0,75.0,3400000.0,70795,0.0409,-1.365236031405026,65.15,4.850002586092461,-0.8046345427062629,0,0,0,1,Squad depth
41,South Africa,RSA,E. Mathoho,Kaizer Chiefs,DF,31,69.0,1,12,60,19,62.0,40.0,45.0,52.0,70.0,74.0,950000.0,66069,0.0411,0.3794203572271607,53.099999999999994,4.819997733510776,-0.8383031443364742,1,0,0,0,Squad depth
42,South Africa,RSA,D. Cardoso,Kaizer Chiefs,DF,32,69.0,1,13,65,19,68.0,33.0,48.0,57.0,70.0,70.0,900000.0,66069,0.0411,0.5732710670751815,53.45,4.819997733510776,-0.8383031443364742,1,0,0,0,Squad depth
43,South Africa,RSA,B. Bvuma,Kaizer Chiefs,GK,26,69.0,1,7,35,19,69.0,69.0,69.0,69.0,69.0,69.0,1500000.0,66069,0.0411,-0.5898331920129429,69.0,4.819997733510776,-0.8383031443364742,0,0,1,0,Squad depth
44,South Africa,RSA,I. Maela,Orlando Pirates,DF,28,69.0,1,9,45,19,69.0,39.0,46.0,66.0,69.0,58.0,1300000.0,66069,0.0411,-0.2021317723169015,55.2,4.819997733510776,-0.8383031443364742,1,0,0,0,Squad depth
45,South Africa,RSA,F. Makaringe,Orlando Pirates,MF,28,69.0,1,9,45,19,74.0,61.0,69.0,69.0,46.0,66.0,1400000.0,66069,0.0411,-0.2021317723169015,65.15,4.819997733510776,-0.8383031443364742,0,0,0,1,Squad depth
46,South Africa,RSA,B. Parker,Kaizer Chiefs,FW,35,68.0,1,16,80,19,71.0,67.0,66.0,71.0,34.0,53.0,525000.0,61660,0.0413,1.1548231966192435,63.5,4.790003520390489,-0.8719727727414693,0,1,0,0,Experienced elder
47,South Africa,RSA,L. Veldwijk,Suwon FC,FW,29,68.0,1,10,50,19,51.0,67.0,52.0,61.0,32.0,76.0,1200000.0,61660,0.0413,-0.008281062468880745,57.800000000000004,4.790003520390489,-0.8719727727414693,0,1,0,0,Squad depth
48,South Africa,RSA,K. Dolly,Kaizer Chiefs,MF,28,68.0,1,9,45,19,75.0,68.0,67.0,71.0,36.0,52.0,1200000.0,61660,0.0413,-0.2021317723169015,64.65,4.790003520390489,-0.8719727727414693,0,0,0,1,Squad depth
49,South Africa,RSA,R. Mphahlele,Kaizer Chiefs,DF,31,68.0,1,12,60,19,66.0,33.0,59.0,65.0,68.0,62.0,875000.0,61660,0.0413,0.3794203572271607,55.95,4.790003520390489,-0.8719727727414693,1,0,0,0,Squad depth
50,South Africa,RSA,R. Frosler,Kaizer Chiefs,DF,23,68.0,1,4,20,19,72.0,40.0,61.0,66.0,65.0,56.0,1800000.0,61660,0.0413,-1.1713853215570051,58.300000000000004,4.790003520390489,-0.8719727727414693,1,0,0,0,Squad depth
51,South Africa,RSA,P. Mako,Orlando Pirates,DF,27,68.0,1,8,40,19,78.0,38.0,51.0,68.0,68.0,62.0,1300000.0,61660,0.0413,-0.3959824821649222,58.0,4.790003520390489,-0.8719727727414693,1,0,0,0,Squad depth
52,South Korea,KOR,H. Son,Tottenham Hotspur,MF,28,89.0,4,9,126,19,88.0,87.0,82.0,86.0,43.0,69.0,104000000.0,93325430,0.0222,0.8110820458303748,79.75000000000001,7.969999999629116,2.642048988325334,0,0,0,1,Creative hub
53,South Korea,KOR,Hwang Ui Jo,FC Girondins de Bordeaux,FW,28,76.0,2,9,72,19,78.0,77.0,64.0,74.0,42.0,73.0,7500000.0,758578,0.0347,0.13560616706552397,70.05,5.880000243300666,0.3473891399909754,0,1,0,0,Forward
54,South Korea,KOR,Jo Hyeon Woo,Ulsan Hyundai FC,GK,29,75.0,1,10,50,19,75.0,75.0,75.0,75.0,75.0,75.0,4700000.0,100000,0.04,-0.008281062468880745,75.0,5.0,-0.635966672692477,0,0,1,0,Goalkeeper
55,South Korea,KOR,Lee Jae Sung,1. FSV Mainz 05,MF,28,75.0,2,9,72,19,69.0,57.0,75.0,78.0,53.0,62.0,5500000.0,707946,0.0349,0.13560616706552397,66.7,5.850000132271096,0.31416206998461993,0,0,0,1,Box-to-box midfielder
56,South Korea,KOR,Hwang Hee Chan,Wolverhampton Wanderers,FW,25,75.0,1,6,30,19,84.0,75.0,70.0,78.0,28.0,68.0,7500000.0,100000,0.04,-0.7836839018609636,70.55,5.0,-0.635966672692477,0,1,0,0,Forward
57,South Korea,KOR,Jang Hyeon Soo,Al Hilal,DF,29,74.0,1,10,50,19,66.0,28.0,59.0,63.0,77.0,73.0,3500000.0,93325,0.0402,-0.008281062468880745,56.3,4.969997998598342,-0.6695685672149152,1,0,0,0,Defensive rock
58,South Korea,KOR,Kim Min Jae,Fenerbahçe SK,DF,24,74.0,1,5,25,19,77.0,32.0,56.0,61.0,73.0,79.0,8000000.0,93325,0.0402,-0.9775346117089844,58.15,4.969997998598342,-0.6695685672149152,1,0,0,0,Defensive rock
59,South Korea,KOR,Kangin Lee,RCD Mallorca,FW,20,74.0,1,1,5,19,72.0,75.0,75.0,79.0,30.0,54.0,9500000.0,93325,0.0402,-1.7529374511010671,68.75,4.969997998598342,-0.6695685672149152,0,1,0,0,Rising youngster
60,South Korea,KOR,Ki Sung Yueng,FC Seoul,MF,32,73.0,2,13,104,19,45.0,69.0,77.0,69.0,63.0,72.0,2400000.0,616595,0.0353,1.0611147572942405,66.7,5.789999998688878,0.24766798719280084,0,0,0,1,Box-to-box midfielder
61,South Korea,KOR,Yoon Bit Garam,Ulsan Hyundai FC,MF,31,73.0,2,12,96,19,72.0,68.0,73.0,69.0,58.0,72.0,2500000.0,616595,0.0353,0.8297376097370613,69.2,5.789999998688878,0.24766798719280084,0,0,0,1,Box-to-box midfielder
62,South Korea,KOR,Kwon Chang Hoon,Suwon Samsung Bluewings,MF,27,73.0,1,8,40,19,71.0,67.0,72.0,77.0,49.0,55.0,3200000.0,87096,0.0404,-0.3959824821649222,67.6,4.939998209912162,-0.703181250055731,0,0,0,1,Box-to-box midfielder
63,South Korea,KOR,Kim Bo Kyung,Jeonbuk Hyundai Motors,MF,31,72.0,1,12,60,19,78.0,68.0,71.0,74.0,60.0,70.0,1900000.0,81283,0.0405,0.3794203572271607,70.7,4.909999724213982,-0.7373519355134438,0,0,0,1,Box-to-box midfielder
64,South Korea,KOR,Kim Tae Hwan,Ulsan Hyundai FC,DF,31,72.0,1,12,60,19,91.0,57.0,61.0,69.0,64.0,79.0,1700000.0,81283,0.0405,0.3794203572271607,68.2,4.909999724213982,-0.7373519355134438,1,0,0,0,Ball-playing defender
65,South Korea,KOR,Han Kyo Won,Jeonbuk Hyundai Motors,MF,31,72.0,1,12,60,19,89.0,68.0,64.0,72.0,57.0,69.0,1900000.0,81283,0.0405,0.3794203572271607,70.15,4.909999724213982,-0.7373519355134438,0,0,0,1,Box-to-box midfielder
66,South Korea,KOR,Kwon Kyung Won,Seongnam FC,DF,29,72.0,1,10,50,19,64.0,39.0,61.0,60.0,72.0,78.0,2000000.0,81283,0.0405,-0.008281062468880745,58.55000000000001,4.909999724213982,-0.7373519355134438,1,0,0,0,Defensive rock
67,South Korea,KOR,Kang Hyeon Mu,Pohang Steelers,GK,26,72.0,1,7,35,19,72.0,72.0,72.0,72.0,72.0,72.0,2200000.0,81283,0.0405,-0.5898331920129429,72.0,4.909999724213982,-0.7373519355134438,0,0,1,0,Goalkeeper
68,South Korea,KOR,Kang Sang Woo,Pohang Steelers,DF,27,72.0,1,8,40,19,82.0,64.0,70.0,68.0,65.0,62.0,2500000.0,81283,0.0405,-0.3959824821649222,68.6,4.909999724213982,-0.7373519355134438,1,0,0,0,Ball-playing defender
69,South Korea,KOR,Lee Chung Yong,Ulsan Hyundai FC,MF,32,71.0,2,13,104,19,70.0,61.0,69.0,76.0,53.0,60.0,1500000.0,537032,0.0356,1.0611147572942405,66.05,5.730000164674158,0.18048348137618575,0,0,0,1,Squad depth
70,South Korea,KOR,Go Yo Han,FC Seoul,MF,33,71.0,1,14,70,19,77.0,61.0,68.0,70.0,63.0,73.0,1200000.0,75858,0.0407,0.7671217769232022,68.0,4.880001388321769,-0.7709862954205039,0,0,0,1,Experienced elder
71,South Korea,KOR,Hong Chul,Ulsan Hyundai FC,DF,30,71.0,1,11,55,19,87.0,49.0,67.0,70.0,64.0,74.0,1600000.0,75858,0.0407,0.18556964737913995,66.5,4.880001388321769,-0.7709862954205039,1,0,0,0,Squad depth
72,South Korea,KOR,Hong Jeong Ho,Jeonbuk Hyundai Motors,DF,31,71.0,1,12,60,19,75.0,47.0,52.0,56.0,69.0,79.0,1300000.0,75858,0.0407,0.3794203572271607,59.4,4.880001388321769,-0.7709862954205039,1,0,0,0,Squad depth
73,South Korea,KOR,Lee Seung Gi,Jeonbuk Hyundai Motors,MF,33,71.0,1,14,70,19,75.0,67.0,71.0,73.0,53.0,69.0,1200000.0,75858,0.0407,0.7671217769232022,69.00000000000001,4.880001388321769,-0.7709862954205039,0,0,0,1,Experienced elder
74,South Korea,KOR,Choi Young Joon,Jeonbuk Hyundai Motors,MF,29,71.0,1,10,50,19,70.0,61.0,66.0,66.0,67.0,75.0,1600000.0,75858,0.0407,-0.008281062468880745,66.35000000000001,4.880001388321769,-0.7709862954205039,0,0,0,1,Squad depth
75,South Korea,KOR,Son Jun Ho,Shandong Taishan,MF,29,71.0,1,10,50,19,61.0,62.0,68.0,65.0,65.0,73.0,1600000.0,75858,0.0407,-0.008281062468880745,65.05,4.880001388321769,-0.7709862954205039,0,0,0,1,Squad depth
76,South Korea,KOR,Moon Seon Min,Jeonbuk Hyundai Motors,MF,29,71.0,1,10,50,19,92.0,64.0,64.0,72.0,38.0,62.0,1800000.0,75858,0.0407,-0.008281062468880745,66.99999999999999,4.880001388321769,-0.7709862954205039,0,0,0,1,Squad depth
77,South Korea,KOR,Lee Dong Jun,Ulsan Hyundai FC,FW,24,71.0,1,5,25,19,89.0,62.0,56.0,77.0,43.0,60.0,3000000.0,75858,0.0407,-0.9775346117089844,65.75,4.880001388321769,-0.7709862954205039,0,1,0,0,Squad depth
78,Czechia,CZE,T. Souček,West Ham United,MF,26,82.0,1,7,35,19,64.0,72.0,74.0,74.0,82.0,85.0,36000000.0,162181,0.0387,-0.5898331920129429,73.9,5.209999973928855,-0.4005638670597506,0,0,0,1,Defensive midfielder
79,Czechia,CZE,T. Vaclík,Olympiacos CFP,GK,32,81.0,1,13,65,19,81.0,81.0,81.0,81.0,81.0,81.0,13000000.0,151356,0.0389,0.5732710670751815,80.99999999999999,5.179999641779161,-0.43407372950114215,0,0,1,0,Goalkeeper
80,Czechia,CZE,J. Pavlenka,SV Werder Bremen,GK,29,80.0,2,10,80,19,80.0,80.0,80.0,80.0,80.0,80.0,17500000.0,1000000,0.034,0.36698331462270306,80.0,6.0,0.48083055591368834,0,0,1,0,Goalkeeper
81,Czechia,CZE,V. Coufal,West Ham United,DF,28,80.0,1,9,45,19,77.0,56.0,73.0,75.0,78.0,81.0,19000000.0,141254,0.0391,-0.2021317723169015,71.05,5.150000754922137,-0.4675952697363673,1,0,0,0,Defensive rock
82,Czechia,CZE,P. Schick,Bayer 04 Leverkusen,FW,25,79.0,3,6,66,19,70.0,79.0,70.0,80.0,35.0,68.0,23500000.0,6606934,0.0291,-0.333366649351063,70.55,6.819999968443104,1.386795564018088,0,1,0,0,Forward
83,Czechia,CZE,P. Kadeřábek,TSG Hoffenheim,DF,29,78.0,2,10,80,19,74.0,43.0,73.0,73.0,72.0,79.0,12500000.0,870964,0.0344,0.36698331462270306,66.15,5.940000204462932,0.4144636698092042,1,0,0,0,Ball-playing defender
84,Czechia,CZE,A. Barák,Hellas Verona,FW,26,78.0,1,7,35,19,66.0,76.0,77.0,78.0,62.0,72.0,18500000.0,123027,0.0395,-0.5898331920129429,73.3,5.09000043391261,-0.5346813386441358,0,1,0,0,Forward
85,Czechia,CZE,O. Kolář,SK Slavia Praha,GK,26,78.0,1,7,35,19,78.0,78.0,78.0,78.0,78.0,78.0,15000000.0,123027,0.0395,-0.5898331920129429,78.0,5.09000043391261,-0.5346813386441358,0,0,1,0,Goalkeeper
86,Czechia,CZE,O. Kúdela,SK Slavia Praha,DF,34,77.0,1,15,75,19,71.0,55.0,67.0,69.0,80.0,75.0,3400000.0,114815,0.0396,0.9609724867712228,67.1,5.059998630149691,-0.5688091437607701,1,0,0,0,Experienced elder
87,Czechia,CZE,P. Ševčík,SK Slavia Praha,MF,27,77.0,1,8,40,19,80.0,72.0,76.0,79.0,69.0,76.0,12000000.0,114815,0.0396,-0.3959824821649222,75.5,5.059998630149691,-0.5688091437607701,0,0,0,1,Box-to-box midfielder
88,Czechia,CZE,T. Holeš,SK Slavia Praha,MF,28,77.0,1,9,45,19,78.0,69.0,70.0,73.0,77.0,82.0,10000000.0,114815,0.0396,-0.2021317723169015,73.45,5.059998630149691,-0.5688091437607701,0,0,0,1,Box-to-box midfielder
89,Czechia,CZE,L. Provod,SK Slavia Praha,MF,24,77.0,1,5,25,19,78.0,74.0,77.0,77.0,71.0,84.0,16000000.0,114815,0.0396,-0.9775346117089844,76.5,5.059998630149691,-0.5688091437607701,0,0,0,1,Box-to-box midfielder
90,Czechia,CZE,V. Darida,Hertha BSC,MF,30,76.0,2,11,88,19,66.0,70.0,74.0,78.0,70.0,63.0,7000000.0,758578,0.0347,0.5983604621798821,71.10000000000001,5.880000243300666,0.3473891399909754,0,0,0,1,Box-to-box midfielder
91,Czechia,CZE,J. Bořil,SK Slavia Praha,DF,30,76.0,1,11,55,19,73.0,60.0,71.0,71.0,74.0,82.0,6500000.0,107152,0.0398,0.18556964737913995,69.95,5.0300002815921045,-0.602380116399477,1,0,0,0,Ball-playing defender
92,Czechia,CZE,L. Masopust,SK Slavia Praha,MF,28,76.0,1,9,45,19,88.0,67.0,69.0,77.0,64.0,76.0,7500000.0,107152,0.0398,-0.2021317723169015,73.14999999999999,5.0300002815921045,-0.602380116399477,0,0,0,1,Box-to-box midfielder
93,Czechia,CZE,A. Hložek,AC Sparta Praha,FW,18,76.0,1,1,5,17,78.0,75.0,71.0,76.0,31.0,78.0,16000000.0,107152,0.0398,-1.7529374511010671,70.75,5.0300002815921045,-0.602380116399477,0,1,0,0,Rising youngster
94,Czechia,CZE,L. Kalvach,FC Viktoria Plzeň,MF,25,76.0,1,6,30,19,72.0,64.0,73.0,74.0,73.0,76.0,9500000.0,107152,0.0398,-0.7836839018609636,71.1,5.0300002815921045,-0.602380116399477,0,0,0,1,Box-to-box midfielder
95,Czechia,CZE,B. Dočkal,AC Sparta Praha,MF,32,75.0,1,13,65,19,61.0,73.0,80.0,75.0,53.0,58.0,4500000.0,100000,0.04,0.5732710670751815,69.5,5.0,-0.635966672692477,0,0,0,1,Box-to-box midfielder
96,Czechia,CZE,O. Čelůstka,AC Sparta Praha,DF,32,75.0,1,13,65,19,61.0,53.0,66.0,65.0,76.0,79.0,3600000.0,100000,0.04,0.5732710670751815,64.10000000000001,5.0,-0.635966672692477,1,0,0,0,Defensive rock
97,Czechia,CZE,A. Král,West Ham United,MF,23,75.0,1,4,20,19,75.0,70.0,71.0,75.0,72.0,79.0,12000000.0,100000,0.04,-1.1713853215570051,73.05000000000001,5.0,-0.635966672692477,0,0,0,1,Box-to-box midfielder
98,Czechia,CZE,J. Kuchta,SK Slavia Praha,FW,24,75.0,1,5,25,19,79.0,73.0,64.0,72.0,34.0,81.0,8500000.0,100000,0.04,-0.9775346117089844,68.8,5.0,-0.635966672692477,0,1,0,0,Forward
99,Czechia,CZE,M. Vydra,Burnley,FW,29,74.0,1,10,50,19,80.0,74.0,68.0,75.0,36.0,67.0,4200000.0,93325,0.0402,-0.008281062468880745,69.4,4.969997998598342,-0.6695685672149152,0,1,0,0,Forward
100,Czechia,CZE,D. Pavelka,AC Sparta Praha,MF,30,74.0,1,11,55,19,69.0,60.0,69.0,73.0,69.0,75.0,3500000.0,93325,0.0402,0.18556964737913995,68.15,4.969997998598342,-0.6695685672149152,0,0,0,1,Box-to-box midfielder
101,Czechia,CZE,F. Novák,Fenerbahçe SK,DF,31,74.0,1,12,60,19,73.0,65.0,68.0,72.0,71.0,72.0,3100000.0,93325,0.0402,0.3794203572271607,69.5,4.969997998598342,-0.6695685672149152,1,0,0,0,Ball-playing defender
102,Czechia,CZE,J. Jankto,Getafe CF,MF,25,74.0,2,6,48,19,75.0,71.0,70.0,74.0,67.0,63.0,5500000.0,660693,0.0351,-0.5585252756060133,70.8,5.819999705510486,0.2809212882248605,0,0,0,1,Box-to-box midfielder
103,Czechia,CZE,M. Frýdek,FC Luzern,DF,29,74.0,1,10,50,19,75.0,67.0,70.0,69.0,68.0,80.0,3700000.0,93325,0.0402,-0.008281062468880745,70.6,4.969997998598342,-0.6695685672149152,1,0,0,0,Ball-playing defender
104,Canada,CAN,A. Davies,FC Bayern München,DF,20,82.0,3,1,11,19,96.0,67.0,71.0,82.0,75.0,75.0,57000000.0,8128305,0.0285,-1.6778845756827505,76.75,6.909999991363539,1.4852083404669185,1,0,0,0,Star prospect
