team,team_code,squad_overall,skill_index,longevity,social_score,squad_market_value_eur,star_power,prior_strength
Australia,AUS,68.60624999999999,68.7328125,-0.1673382778278187,-0.30469586225913925,149486673,1.0425067746409888,-0.381127953340346
Panama,PAN,63.93749999999999,64.309375,0.08392027444215365,-0.8518217782875918,84050997,0.09951124813462928,-0.6941443939797308
England,ENG,79.24375,79.639375,0.09096919543622277,0.5685323309521791,395163972,2.5025529223751315,0.6781358155569712
Colombia,COL,75.0,74.56812500000001,0.36439990783068416,0.5270753749238003,283655344,2.205934367867816,0.38224965941323447
Egypt,EGY,69.45625,69.5390625,0.313006666587637,-0.0551836128359003,144152107,1.4576994935453447,-0.10666771076007986
Jamaica,JAM,64.15625,64.6965625,-0.3053248388783964,-0.8777014138371866,96329943,1.0322366396294278,-0.7791267239760528
Portugal,POR,80.06875000000001,80.66,0.1058733426990947,0.8200933094722045,363793880,2.118029737224148,0.7324773917662133
Mali,MLI,68.94999999999999,69.5059375,0.08879490726916629,-0.11088891428138276,147577281,2.1921608227489866,-0.1723566709322038
Costa Rica,CRC,65.96249999999999,65.749375,-0.4815276930599375,-0.5226897829691598,110446416,0.49459651253809206,-0.7847026850528931
Iraq,IRQ,64.05625,64.5321875,-0.23273258302002825,-0.7567218011697037,98637943,0.7881402337418707,-0.7670205290052605
Belgium,BEL,77.3125,77.5646875,-0.18179533607442203,0.6745510922518563,324663016,2.504645733334478,0.39133124039218686
Nigeria,NGA,72.93125,72.9884375,0.1482802772109091,-0.14700528586198272,260974709,2.469893444097493,0.1784115630146348
Peru,PER,69.8375,69.59562500000001,0.2734580116890405,-0.44730729488519577,162967354,1.3551191953582464,-0.10945273026246426
Uzbekistan,UZB,64.45625,64.9896875,-0.033463390681461085,-0.6353470390522459,106181868,0.46252957484067786,-0.654089475344975
Italy,ITA,78.51875,78.62406250000001,0.10946786539158776,0.6645197970995562,366055458,2.3414433073043903,0.5982332715698733
Ivory Coast,CIV,72.5375,72.62437500000001,-0.23033920298542368,-0.20626516774137388,220454713,1.1215908357028828,-0.08210828252361786
Paraguay,PAR,70.18125,69.686875,-0.053014173622625026,-0.004987563691133855,185244559,1.8201104749856138,-0.20852716819975753
Norway,NOR,74.44375,75.735625,-0.1371440512000925,0.3550639285303784,246082377,1.5367969736905434,0.2090647007234308
Denmark,DEN,75.45625,75.75687500000001,-0.2149790614251108,0.3185684964553255,281353409,2.221360572879778,0.22026566751367047
Algeria,ALG,72.40625,72.92375,-0.2123576842417858,0.0028785421805200572,175411514,1.015110859424899,-0.08362417035208732
Chile,CHI,71.925,71.74375,-0.22142295844964943,0.026404911414358096,208673762,1.5318096112151625,-0.13111543168417952
South Africa,RSA,66.15625,66.4325,-0.052716114278446,-0.4561560402749757,116305094,1.3891615155654977,-0.5116561156207755
